item_id,item_name,quantity_bought,avg_buy_price,quantity_sold,avg_sell_price,total_volume,profit_per_item,profit_margin_pct,estimated_total_profit
24531,Medallion of the Rabid,0.0,,45.0,141.25,45.0,,,
24562,Superior Sigil of Strength,24.0,52745.0,21.0,68533.0,45.0,15788.0,29.932695042184093,331548.0
24607,Superior Sigil of Energy,22.0,5651.0,23.0,8339.0,45.0,2688.0,47.56680233586976,61824.0
97832,Saltspray Warhorn,22.0,2793.0,22.0,3547.75,44.0,754.75,27.022914428929468,16604.5
25964,Jaws of Death,22.0,2284.0,22.0,3112.0,44.0,828.0,36.25218914185639,18216.0
89419,Giver's Candy Cane Pistol of Concentration,22.0,2040.0,22.0,6268.142857142857,44.0,4228.142857142857,207.26190476190473,93019.14285714286
89404,Giver's Candy Cane Scepter of Concentration,22.0,3369.0,22.0,7509.0,44.0,4140.0,122.88512911843277,91080.0
96048,Haetae,26.0,2302.5,18.0,3930.5,44.0,1628.0,70.70575461454939,29304.0
96600,Bellkeeper's Staff,22.0,2821.0,22.0,5685.333333333333,44.0,2864.333333333333,101.53609831029185,63015.33333333333
95784,Prosperity,22.0,2535.0,22.0,4993.25,44.0,2458.25,96.9723865877712,54081.5
24667,Superior Sigil of Wrath,22.0,381.5,22.0,830.0,44.0,448.5,117.56225425950197,9867.0
76799,Pouch of Green Pigment,0.0,,44.0,8.0,44.0,,,
72163,Recipe: Svaard's Breastplate,29.0,126.66666666666667,13.0,2274.0,42.0,2147.3333333333335,1695.2631578947369,27915.333333333336
24839,Superior Rune of the Water,20.0,49031.0,22.0,58888.166666666664,42.0,9857.166666666664,20.103947842521393,216857.66666666663
9301,Heavy Miner's Bag,0.0,,42.0,258.3333333333333,42.0,,,
96088,Memory of Aurene,0.0,,42.0,2448.5,42.0,,,
71692,Pouch of Red Pigment,0.0,,42.0,27.0,42.0,,,
96477,Mount Energy Booster 1,25.0,2726.0,16.0,4425.25,41.0,1699.25,62.33492296404989,27188.0
24316,Glacial Sliver,0.0,,40.0,787.0,40.0,,,
100281,Viper's Abomination Shield,20.0,3328.6666666666665,20.0,5579.0,40.0,2250.3333333333335,67.60464650510716,45006.66666666667
72463,Recipe: Svaard's Harpoon Gun,18.0,76.0,22.0,661.0,40.0,585.0,769.7368421052632,12870.0
87329,Holographic Super Drumstick,0.0,,40.0,1197.0,40.0,,,
24317,Glacial Fragment,0.0,,39.0,5915.0,39.0,,,
75140,Recipe: Svaard's Short Bow,18.0,27.0,21.0,750.4285714285714,39.0,723.4285714285714,2679.3650793650795,15192.0
101996,Berserker's Serpent's Wrath Spear,23.0,29756.75,16.0,48969.666666666664,39.0,19212.916666666664,64.56658293216384,307406.6666666666
71952,Pouch of Yellow Pigment,0.0,,39.0,19.0,39.0,,,
24288,Large Scale,36.0,67.0,2.0,68.0,38.0,1.0,1.4925373134328357,2.0
24476,Medallion of the Shaman,0.0,,38.0,144.75,38.0,,,
89999,Superior Rune of Fireworks,19.0,14113.5,19.0,17462.0,38.0,3348.5,23.725511035533355,63621.5
20480,Gold Dye,33.0,76.0,4.0,114.5,37.0,38.5,50.6578947368421,154.0
96722,Jade Runestone,0.0,,37.0,3894.5,37.0,,,
100330,Berserker's Shattered Staff,22.0,6247.0,15.0,9990.2,37.0,3743.2000000000007,59.91996158155916,56148.000000000015
71069,Piece of Mother-of-Pearl,0.0,,37.0,3784.0,37.0,,,
100551,Viper's Abomination Sword,24.0,23984.75,13.0,32225.75,37.0,8241.0,34.35933249252129,107133.0
47909,Candy Corn Cob,16.0,40428.0,20.0,41077.0,36.0,649.0,1.605323043435243,12980.0
75694,Pouch of Blue Pigment,0.0,,36.0,18.0,36.0,,,
82791,Superior Rune of the Deadeye,18.0,11691.0,18.0,19775.0,36.0,8084.0,69.14720725344282,145512.0
44950,Superior Sigil of Malice,20.0,52475.333333333336,16.0,62223.5,36.0,9748.166666666664,18.576664591617646,155970.66666666663
101997,Berserker's Serpent's Wrath Greatsword,18.0,16248.0,18.0,24315.6,36.0,8067.5999999999985,49.652880354505164,145216.8
24756,Superior Rune of the Ogre,18.0,28711.0,18.0,37627.25,36.0,8916.25,31.055170492145866,160492.5
100494,Viper's Abomination Axe,22.0,23603.0,14.0,33813.833333333336,36.0,10210.833333333336,43.260743690773786,142951.6666666667
81034,Magnanimous Sharpening Stone,0.0,,35.0,583.0,35.0,,,
24675,Superior Sigil of Smothering,18.0,422.3333333333333,17.0,402.0,35.0,-20.333333333333314,-4.814522494080501,-345.66666666666634
72822,Recipe: Svaard's Spire,22.0,51.0,13.0,1103.6666666666667,35.0,1052.6666666666667,2064.0522875816996,13684.666666666668
9591,20 Slot Orichalcum Box,17.0,100394.0,17.0,127872.75,34.0,27478.75,27.370908620037053,467138.75
100092,Viper's Abomination Short Bow,19.0,21533.666666666668,15.0,32293.75,34.0,10760.083333333332,49.96865373601027,161401.24999999997
97766,Tahkayun's Blade,24.0,2461.0,10.0,4391.5,34.0,1930.5,78.44372206420155,19305.0
75862,Pouch of White Pigment,0.0,,33.0,224.0,33.0,,,
24865,Superior Sigil of Celerity,14.0,41367.0,19.0,57222.375,33.0,15855.375,38.328558996301396,301252.125
72413,Recipe: Svaard's Artifact,11.0,169.0,22.0,1227.0,33.0,1058.0,626.03550295858,23276.0
101968,Berserker's Serpent's Wrath Rifle,17.0,5753.666666666667,16.0,10362.666666666666,33.0,4608.999999999999,80.10544000926943,73743.99999999999
44956,Superior Rune of Tormenting,18.0,47528.0,15.0,58445.5,33.0,10917.5,22.97066992088874,163762.5
96299,Jade Bot Core: Tier 8,16.0,213824.0,16.0,249993.33333333334,32.0,36169.33333333334,16.91546942033324,578709.3333333335
100493,Berserker's Shattered Greatsword,16.0,7018.0,16.0,10536.8,32.0,3518.7999999999993,50.13964092333997,56300.79999999999
2538,Berserker's Seer Pants of the Traveler,16.0,2129.0,16.0,3056.0,32.0,927.0,43.54156881164866,14832.0
89398,Giver's Candy Cane Sword of Concentration,16.0,3265.0,16.0,7517.333333333333,32.0,4252.333333333333,130.23991832567637,68037.33333333333
24584,Superior Sigil of Benevolence,16.0,547.0,16.0,1241.3333333333333,32.0,694.3333333333333,126.93479585618523,11109.333333333332
100428,Viper's Abomination Rifle,17.0,2625.3333333333335,14.0,6090.333333333333,31.0,3464.9999999999995,131.98324022346367,48509.99999999999
9287,Bag of Filched Goods,0.0,,31.0,299.6666666666667,31.0,,,
44989,Song of the Temptress,5.0,2221.5,26.0,3710.25,31.0,1488.75,67.01553004726536,38707.5
12163,Head of Garlic,0.0,,31.0,304.0,31.0,,,
19663,Bottle of Elonian Wine,0.0,,31.0,3132.0,31.0,,,
12143,Egg,0.0,,31.0,187.0,31.0,,,
95904,Treasure Hunter Protocol 1,16.0,37763.0,15.0,54143.5,31.0,16380.5,43.37711516563832,245707.5
72610,Recipe: Svaard's Revolver,9.0,78.0,22.0,689.0,31.0,611.0,783.3333333333333,13442.0
76134,Recipe: Svaard's Impaler,12.0,206.0,19.0,1442.25,31.0,1236.25,600.121359223301,23488.75
12134,Carrot,0.0,,30.0,84.0,30.0,,,
73830,Recipe: Svaard's Greatbow,14.0,122.0,16.0,1266.0,30.0,1144.0,937.704918032787,18304.0
73349,Recipe: Svaard's Greaves,21.0,756.0,9.0,3616.5,30.0,2860.5,378.37301587301585,25744.5
95981,Spindrift Scepter,15.0,2917.0,15.0,4148.333333333333,30.0,1231.333333333333,42.212318592160884,18469.999999999996
100770,Viper's Abomination Scepter,15.0,44863.0,15.0,62550.166666666664,30.0,17687.166666666664,39.424841554659,265307.49999999994
24678,Superior Sigil of Justice,15.0,2546.5,15.0,3332.6666666666665,30.0,786.1666666666665,30.872439295765425,11792.499999999998
77112,Pouch of Purple Pigment,0.0,,29.0,20.0,29.0,,,
2021,Berserker's Seer Gloves of the Centaur,22.0,2549.0,7.0,4439.5,29.0,1890.5,74.16633974107492,13233.5
76179,Freshwater Pearl,0.0,,28.0,7346.8,28.0,,,
82,Berserker's Seer Coat of the Afflicted,14.0,1822.0,14.0,2966.0,28.0,1144.0,62.788144895718986,16016.0
24582,Superior Sigil of Life,14.0,365.0,14.0,480.5,28.0,115.5,31.643835616438352,1617.0
104345,Sinister Scavenged Obsidian Greatsword,14.0,2308.0,14.0,5598.0,28.0,3290.0,142.5476603119584,46060.0
97481,Unity,16.0,2664.5,12.0,5842.666666666667,28.0,3178.166666666667,119.27816350785014,38138.0
96628,Jade Bot Core: Tier 4,12.0,73641.75,16.0,119511.33333333333,28.0,45869.58333333333,62.287470535848655,733913.3333333333
49432,+9 Agony Infusion,5.0,44273.0,23.0,51022.833333333336,28.0,6749.833333333336,15.245936198887215,155246.16666666672
24615,Superior Sigil of Force,12.0,15542.0,15.0,27926.666666666668,27.0,12384.666666666668,79.68515420580793,185770.00000000003
75270,Pouch of Orange Pigment,0.0,,27.0,64.0,27.0,,,
73086,Recipe: Svaard's Trident,8.0,65.0,19.0,726.0,27.0,661.0,1016.9230769230769,12559.0
74982,Pouch of Brown Pigment,0.0,,27.0,120.0,27.0,,,
20661,Blue Ice Dye,27.0,16.0,0.0,,27.0,,,
97742,Saltspray Rifle,12.0,2798.0,14.0,3356.2,26.0,558.1999999999998,19.94996426018584,7814.799999999997
94431,Giver's Candy Cane Focus of Concentration,13.0,3051.0,13.0,6516.333333333333,26.0,3465.333333333333,113.58024691358024,45049.33333333333
73165,Recipe: Svaard's Claymore,16.0,116.5,10.0,1563.2,26.0,1446.7,1241.8025751072962,14467.0
24672,Superior Sigil of Mad Scientists,14.0,539.6666666666666,12.0,1012.0,26.0,472.33333333333337,87.52316244595431,5668.0
83338,Superior Rune of the Firebrand,13.0,8070.5,13.0,11523.333333333334,26.0,3452.833333333334,42.783388059393275,44886.83333333334
2692,Berserker's Seer Mantle of Vampirism,14.0,1677.0,11.0,2975.0,25.0,1298.0,77.40011926058438,14278.0
20604,Lilac Dye,23.0,1331.0,2.0,5225.0,25.0,3894.0,292.56198347107437,7788.0
82876,Superior Sigil of Frenzy,12.0,11825.0,12.0,17608.0,24.0,5783.0,48.904862579281186,69396.0
71425,Superior Rune of the Berserker,12.0,40092.0,12.0,49777.5,24.0,9685.5,24.15818617180485,116226.0
48735,Xanthium of Dreams,12.0,38680.0,12.0,48859.625,24.0,10179.625,26.317541365046537,122155.5
95676,Spindrift Longbow,12.0,3097.0,12.0,3870.5,24.0,773.5,24.97578301582176,9282.0
91,Carrion Seer Coat of the Afflicted,12.0,2330.0,12.0,3003.0,24.0,673.0,28.88412017167382,8076.0
77119,Recipe: Svaard's Wand,8.0,67.0,16.0,1298.0,24.0,1231.0,1837.3134328358208,19696.0
44947,Superior Sigil of Renewal,13.0,76662.66666666667,11.0,100080.0,24.0,23417.33333333333,30.54594152738403,257590.66666666663
9571,20 Slot Gossamer Bag,12.0,100831.5,12.0,123471.25,24.0,22639.75,22.453052865424,271677.0
96255,Saltspray Short Bow,11.0,2649.0,12.0,3392.3333333333335,23.0,743.3333333333335,28.060903485592053,8920.000000000002
100584,Viper's Abomination Hammer,13.0,3454.0,10.0,5788.75,23.0,2334.75,67.59554140127389,23347.5
71254,Recipe: Svaard's Pauldrons,9.0,104.0,14.0,1600.1666666666667,23.0,1496.1666666666667,1438.621794871795,20946.333333333336
44985,Crystal Guardian,13.0,5777.333333333333,10.0,9328.333333333334,23.0,3551.000000000001,61.46434341103164,35510.00000000001
24325,Destroyer Lodestone,0.0,,23.0,12491.5,23.0,,,
100156,Berserker's Shattered Short Bow,12.0,3174.0,11.0,6132.5,23.0,2958.5,93.21045998739761,32543.5
95995,Skoll and Hati,12.0,2753.0,11.0,5399.666666666667,23.0,2646.666666666667,96.13754691851315,29113.333333333336
24699,Superior Rune of the Dolyak,11.0,416.0,11.0,645.0,22.0,229.0,55.04807692307693,2519.0
70426,Pouch of Black Pigment,0.0,,22.0,858.0,22.0,,,
20316,Black Lion Chest,15.0,53.666666666666664,7.0,60.75,22.0,7.083333333333336,13.198757763975161,49.58333333333335
24533,Crest of the Shaman,0.0,,22.0,1259.7142857142858,22.0,,,
73987,Recipe: Svaard's Leggings,10.0,106.0,12.0,987.6666666666666,22.0,881.6666666666666,831.7610062893082,10580.0
91751,Cut of Quality Red Meat,0.0,,21.0,1156.0,21.0,,,
27798,Trosa's Short Bow,10.0,3174.5,11.0,3172.0,21.0,-2.5,-0.0787525594581824,-27.5
102655,Titan Heatstone,0.0,,21.0,490.0,21.0,,,
24314,Molten Core,0.0,,20.0,50.0,20.0,,,
66670,Lump of Raw Ambrite,0.0,,20.0,260.0,20.0,,,
75603,Recipe: Svaard's Grips,6.0,1707.0,14.0,9264.4,20.0,7557.4,442.729935559461,105803.59999999999
72977,Recipe: Svaard's Epaulets,17.0,1116.0,3.0,9433.0,20.0,8317.0,745.2508960573476,24951.0
24818,Superior Rune of the Thief,10.0,10031.0,10.0,13579.5,20.0,3548.5,35.375336456983355,35485.0
100916,Relic of the Thief,10.0,110912.33333333333,10.0,140027.8,20.0,29115.46666666666,26.250882829381762,291154.6666666666
104761,Lightborne Spear,10.0,223949.75,10.0,301351.0,20.0,77401.25,34.561882743785155,774012.5
2403,Berserker's Seer Mask of Rage,10.0,2066.0,10.0,2858.0,20.0,792.0,38.33494675701839,7920.0
86997,Plate of Beef Rendang,0.0,,19.0,2103.1666666666665,19.0,,,
36065,Recipe: Superior Sigil of the Night,10.0,7.0,9.0,24.5,19.0,17.5,250.0,157.5
72931,Recipe: Svaard's Brazier,7.0,29.0,12.0,613.0,19.0,584.0,2013.7931034482758,7008.0
9281,Supply Bag,0.0,,19.0,399.0,19.0,,,
9278,Tiny Supply Bag,0.0,,19.0,88.0,19.0,,,
38135,Flawless Snowflake,0.0,,18.0,1993.0,18.0,,,
100674,Berserker's Shattered Rifle,9.0,3819.0,9.0,6893.333333333333,18.0,3074.333333333333,80.501003753164,27668.999999999996
85384,Touch of Madness,9.0,6112.0,9.0,10494.0,18.0,4382.0,71.69502617801047,39438.0
97359,Spindrift Warhorn,11.0,2897.0,7.0,4038.3333333333335,18.0,1141.3333333333335,39.397077436428496,7989.333333333334
101963,Berserker's Serpent's Wrath Pistol,9.0,15602.0,9.0,22813.0,18.0,7211.0,46.21843353416229,64899.0
12144,Snow Truffle,0.0,,17.0,45.0,17.0,,,
20530,Sage Dye,12.0,1486.0,5.0,3799.0,17.0,2313.0,155.6527590847914,11565.0
96070,Jade Bot Core: Tier 9,8.0,303050.5,8.0,354998.5,16.0,51948.0,17.141697505861234,415584.0
20650,Cobalt Dye,8.0,2197.0,8.0,5391.5,16.0,3194.5,145.40282203004097,25556.0
24708,Superior Rune of Mercy,8.0,359.0,8.0,582.0,16.0,223.0,62.116991643454035,1784.0
102024,Berserker's Serpent's Wrath Sword,8.0,33705.0,8.0,39997.0,16.0,6292.0,18.667853434208574,50336.0
102039,Berserker's Serpent's Wrath Focus,8.0,9010.0,8.0,14461.0,16.0,5451.0,60.49944506104329,43608.0
102050,Berserker's Serpent's Wrath Axe,8.0,33550.0,8.0,45582.5,16.0,12032.5,35.864381520119224,96260.0
24313,Molten Shard,0.0,,16.0,1289.0,16.0,,,
38467,Slingshot Skin,15.0,251.0,0.0,,15.0,,,
76509,Recipe: Svaard's Footwear,6.0,57.0,9.0,5367.4,15.0,5310.4,9316.491228070174,47793.6
46738,Deldrimor Steel Ingot,0.0,,15.0,35598.0,15.0,,,
99106,Halloween Prize Bag,0.0,,15.0,4160.4,15.0,,,
36084,Spicy Pumpkin Cookie,0.0,,14.0,442.0,14.0,,,
102014,Berserker's Serpent's Wrath Staff,7.0,6009.0,7.0,12213.0,14.0,6204.0,103.24513230154768,43428.0
74326,Superior Sigil of Transference,7.0,50419.5,7.0,63023.5,14.0,12604.0,24.998264560338757,88228.0
101981,Berserker's Serpent's Wrath Shield,7.0,3304.6666666666665,7.0,8818.0,14.0,5513.333333333334,166.83477910026227,38593.333333333336
24360,Slab of Poultry Meat,0.0,,14.0,3708.0,14.0,,,
9365,Heavy Icy Bag,0.0,,14.0,447.0,14.0,,,
100947,Relic of Fireworks,7.0,109294.75,7.0,134541.0,14.0,25246.25,23.099233952225518,176723.75
24599,Superior Sigil of Leeching,7.0,302.0,7.0,592.0,14.0,290.0,96.02649006622516,2030.0
27638,Magmaton,6.0,2196.0,7.0,2708.0,13.0,512.0,23.31511839708561,3584.0
24648,Superior Sigil of Grawl Slaying,7.0,389.0,6.0,576.0,13.0,187.0,48.0719794344473,1122.0
96871,Skiff Supercharger 1,9.0,34376.0,4.0,96392.0,13.0,62016.0,180.40493367465672,248064.0
73679,Berserker's Seer's Warstaff,6.0,19381.0,6.0,28295.5,12.0,8914.5,45.99607863371343,53487.0
48911,Superior Sigil of Torment,6.0,144506.0,6.0,181075.66666666666,12.0,36569.66666666666,25.3066770007243,219417.99999999994
20725,Sour Dye,12.0,915.0,0.0,,12.0,,,
26135,Moonshank,6.0,2358.0,6.0,3338.0,12.0,980.0,41.56064461407973,5880.0
100085,Berserker's Shattered Warhorn,6.0,3003.0,6.0,6153.333333333333,12.0,3150.333333333333,104.9062049062049,18902.0
100088,Berserker's Shattered Shield,6.0,2899.0,6.0,4841.5,12.0,1942.5,67.00586409106589,11655.0
47094,Serpentsniper,6.0,2325.0,6.0,3194.0,12.0,869.0,37.376344086021504,5214.0
848,Koss' Greaves,6.0,1898.0,6.0,2286.0,12.0,388.0,20.442571127502635,2328.0
24821,Superior Rune of the Warrior,6.0,37993.0,6.0,49214.0,12.0,11221.0,29.534387913563027,67326.0
97204,Spindrift Torch,11.0,2868.0,1.0,3132.0,12.0,264.0,9.205020920502092,264.0
82582,Sliver of Twitching Forgemetal,0.0,,12.0,38.0,12.0,,,
104,Norgu's Coat,6.0,1975.0,6.0,2814.0,12.0,839.0,42.48101265822785,5034.0
96146,Harmony,9.0,2359.0,3.0,5223.666666666667,12.0,2864.666666666667,121.43563656916774,8594.0
104473,Sinister Scavenged Obsidian Sword,6.0,2307.0,6.0,5103.5,12.0,2796.5,121.21803207628956,16779.0
9349,Heavy Bag of Booty,0.0,,12.0,148.0,12.0,,,
99293,Jolly Wintersday Gift,0.0,,11.0,7026.25,11.0,,,
24524,Crest of the Soldier,0.0,,10.0,1211.4,10.0,,,
24532,Crest of the Rabid,0.0,,10.0,1226.6666666666667,10.0,,,
47087,Al'ir'aska,5.0,3808.0,5.0,7053.0,10.0,3245.0,85.21533613445378,16225.0
73812,Recipe: Svaard's Bastion,3.0,26.0,7.0,732.0,10.0,706.0,2715.3846153846152,4942.0
9280,Light Supply Bag,0.0,,10.0,217.0,10.0,,,
72576,Recipe: Svaard's Herald,1.0,102.0,9.0,372.0,10.0,270.0,264.70588235294116,2430.0
72119,Berserker's Ley Guard's Protector,5.0,14006.0,5.0,20749.0,10.0,6743.0,48.14365272026274,33715.0
49434,+11 Agony Infusion,2.0,177571.0,8.0,224998.33333333334,10.0,47427.33333333334,26.708940836810818,379418.66666666674
100572,Viper's Abomination Warhorn,5.0,7218.0,5.0,11286.0,10.0,4068.0,56.35910224438903,20340.0
76135,Bowl of Prickly Pear Tapioca Pudding,0.0,,9.0,335.8333333333333,9.0,,,
2135,Brutus' Pauldrons,8.0,1718.0,1.0,2704.0,9.0,986.0,57.392316647264266,986.0
48717,Aetherkey Piece,0.0,,9.0,5.5,9.0,,,
24518,Crest of the Magi,0.0,,9.0,1161.8,9.0,,,
46743,Xunlai Electrum Ingot,0.0,,9.0,40597.0,9.0,,,
100090,Relic of the Dragonhunter,4.0,90840.5,4.0,118927.5,8.0,28087.0,30.91902840693303,112348.0
1641,Brutus' Helm,5.0,1783.0,3.0,2674.0,8.0,891.0,49.971957375210316,2673.0
49433,+10 Agony Infusion,5.0,89077.0,3.0,113239.0,8.0,24162.0,27.12484704244642,72486.0
100042,Berserker's Shattered Scepter,4.0,3014.0,4.0,6848.666666666667,8.0,3834.666666666667,127.22848927228489,15338.666666666668
73430,Tattered Bat Wing,4.0,95201.0,4.0,103882.0,8.0,8681.0,9.118601695360343,34724.0
20647,Ancient Silver Dye,4.0,706.0,4.0,2497.0,8.0,1791.0,253.6827195467422,7164.0
24809,Superior Sigil of Ghost Slaying,4.0,521.0,3.0,529.0,7.0,8.0,1.5355086372360844,24.0
79,Berserker's Seer Coat of the Traveler,5.0,3265.0,2.0,8969.0,7.0,5704.0,174.70137825421133,11408.0
46739,Elonian Leather Square,0.0,,7.0,24299.0,7.0,,,
76100,Superior Rune of the Herald,4.0,28454.0,3.0,38715.666666666664,7.0,10261.666666666664,36.06405660598392,30784.999999999993
9296,Light Miner's Bag,0.0,,7.0,300.0,7.0,,,
49426,+3 Agony Infusion,0.0,,7.0,684.5,7.0,,,
66539,Bowl of Prickly Pear Sorbet,0.0,,7.0,30812.571428571428,7.0,,,
96992,Recycler: Jade Slivers,4.0,29618.0,3.0,43648.0,7.0,14030.0,47.36984266324533,42090.0
89103,Charm of Brilliance,7.0,2671.0,0.0,,7.0,,,
9361,Icy Bag,0.0,,7.0,700.0,7.0,,,
9371,Medium Moldy Bag,0.0,,7.0,335.0,7.0,,,
24572,Superior Sigil of Nullification,3.0,1000.0,3.0,1639.0,6.0,639.0,63.9,1917.0
104787,Lightborne Sword,3.0,132595.5,3.0,189994.5,6.0,57399.0,43.28879939364458,172197.0
100659,Relic of the Water,3.0,101692.66666666667,3.0,151992.0,6.0,50299.33333333333,49.46210477320553,150898.0
1644,Koss' Helm,5.0,1891.0,1.0,2790.0,6.0,899.0,47.540983606557376,899.0
44990,Razah's Nightmare,3.0,398082.6666666667,3.0,532695.6666666666,6.0,134612.99999999994,33.81533818771309,403838.9999999998
67181,Recipe: Superior Sigil of Cruelty,3.0,188.0,3.0,1317.5,6.0,1129.5,600.7978723404256,3388.5
9574,20 Slot Invisible Bag,3.0,111303.0,3.0,136751.5,6.0,25448.5,22.864163589480967,76345.5
49431,+8 Agony Infusion,2.0,21729.0,4.0,27676.666666666668,6.0,5947.666666666668,27.372022028932154,23790.66666666667
66538,Prickly Pear Pie,0.0,,6.0,270.8333333333333,6.0,,,
24696,Superior Rune of the Flock,3.0,339.0,3.0,757.0,6.0,418.0,123.3038348082596,1254.0
100148,Relic of Speed,3.0,103246.5,3.0,134996.5,6.0,31750.0,30.75164775561399,95250.0
104691,Lightborne Mace,4.0,138757.0,2.0,174996.0,6.0,36239.0,26.116880589808083,72478.0
99653,Xunlai Deep-Mining Hand Drill,3.0,3282.0,3.0,5740.0,6.0,2458.0,74.8933577087142,7374.0
80978,Bloody Red Dye,3.0,8661.0,3.0,14369.5,6.0,5708.5,65.91040295577878,17125.5
27791,Éibhear Finn,6.0,1959.0,0.0,,6.0,,,
97572,Rescue Protocol Recharge 1,5.0,40007.0,1.0,56199.0,6.0,16192.0,40.47291723948309,16192.0
1865,Koss' Legplates,5.0,1976.0,0.0,,5.0,,,
38062,Festive Golem Tonic,0.0,,5.0,5.0,5.0,,,
96151,Tale of Adventure,0.0,,5.0,10072.0,5.0,,,
24305,Charged Lodestone,0.0,,5.0,6388.0,5.0,,,
76833,Writ of Masterful Accuracy,5.0,8107.0,0.0,,5.0,,,
74925,Recipe: Svaard's Musket,0.0,,5.0,789.0,5.0,,,
70992,Jeweled Damask Patch,0.0,,5.0,88404.0,5.0,,,
9326,Bag of Testing Materials,0.0,,5.0,235.0,5.0,,,
24320,Glacial Lodestone,0.0,,5.0,2961.0,5.0,,,
9311,Small Bag of Trinkets,0.0,,5.0,295.0,5.0,,,
24340,Corrupted Lodestone,0.0,,5.0,10977.0,5.0,,,
44986,Komalie's Sacrificial Blade,1.0,460239.0,4.0,512093.6666666667,5.0,51854.666666666686,11.2668997339788,207418.66666666674
9305,Stolen Supplies Bag,0.0,,5.0,545.0,5.0,,,
8873,Potent Potion of Ogre Slaying,5.0,186.0,0.0,,5.0,,,
8864,Potent Potion of Flame Legion Slaying,5.0,220.0,0.0,,5.0,,,
19731,Rugged Leather Section,0.0,,5.0,156.0,5.0,,,
9279,Small Supply Bag,0.0,,5.0,99.0,5.0,,,
100368,Relic of the Scourge,2.0,89968.0,2.0,123464.5,4.0,33496.5,37.23157122532456,66993.0
24310,Onyx Lodestone,0.0,,4.0,6487.0,4.0,,,
93640,Berserker's Stormcaller Greatsword,2.0,143126.0,2.0,215792.5,4.0,72666.5,50.77099897991979,145333.0
100849,Relic of the Aristocracy,2.0,94434.0,2.0,123985.0,4.0,29551.0,31.292754728169943,59102.0
2141,Koss' Pauldrons,3.0,1812.0,1.0,2747.0,4.0,935.0,51.60044150110375,935.0
100219,Relic of the Herald,2.0,94360.0,2.0,119996.0,4.0,25636.0,27.168291649003816,51272.0
101271,Grieving Consecrated Saryx Dagger,4.0,83891.0,0.0,,4.0,,,
2543,Ogden's Leggings,4.0,1933.0,0.0,,4.0,,,
89696,Exquisite Serpentite Jewel,0.0,,4.0,2427.3333333333335,4.0,,,
99719,Repurposed Drill Leveler,2.0,3016.0,2.0,7412.0,4.0,4396.0,145.75596816976127,8792.0
100311,Relic of the Ogre,2.0,90462.0,2.0,159991.0,4.0,69529.0,76.85989697331476,139058.0
97091,Spindrift Pistol,2.0,2491.0,2.0,5291.0,4.0,2800.0,112.40465676435167,5600.0
97602,Demise of the Dragon,2.0,2372.0,2.0,4916.0,4.0,2544.0,107.25126475548062,5088.0
101257,Grieving Consecrated Saryx Warhorn,2.0,83262.0,2.0,143256.5,4.0,59994.5,72.05507914775048,119989.0
9373,Heavy Moldy Bag,0.0,,4.0,346.0,4.0,,,
66993,Grow Lamp,0.0,,4.0,200142.75,4.0,,,
104859,Lightborne Axe,2.0,130647.0,2.0,187998.0,4.0,57351.0,43.89767847711773,114702.0
44984,Crustacea,3.0,773977.6666666666,1.0,999998.0,4.0,226020.33333333337,29.20243607373685,226020.33333333337
102023,Berserker's Serpent's Wrath Torch,2.0,2618.0,2.0,7948.0,4.0,5330.0,203.59052711993888,10660.0
97790,Lamplighter's Badge,0.0,,4.0,13847.0,4.0,,,
9334,Tiny Thorned Bag,0.0,,4.0,221.0,4.0,,,
104860,Lightborne Greatsword,2.0,233040.0,2.0,299994.0,4.0,66954.0,28.73069001029866,133908.0
24580,Superior Sigil of Perception,2.0,270.0,2.0,397.0,4.0,127.0,47.03703703703704,254.0
27644,Ironfist,2.0,2298.0,2.0,4564.0,4.0,2266.0,98.60748476936466,4532.0
9335,Small Thorned Bag,0.0,,3.0,223.0,3.0,,,
9358,Tiny Icy Bag,0.0,,3.0,626.0,3.0,,,
9298,Miner's Sack,0.0,,3.0,403.0,3.0,,,
9289,Bag of Purloined Goods,0.0,,3.0,489.0,3.0,,,
24455,Skritt Artifact,0.0,,3.0,1704.0,3.0,,,
12753,Unidentified Purple Dye,0.0,,3.0,175.0,3.0,,,
12754,Unidentified Red Dye,0.0,,3.0,220.0,3.0,,,
70477,Berserker's Lightward's Battlestaff,2.0,470701.0,1.0,588883.0,3.0,118182.0,25.107658577313412,118182.0
19189,Caledon Lavender,0.0,,3.0,1075.0,3.0,,,
96464,Fallen Branch,0.0,,3.0,88.0,3.0,,,
9359,Small Icy Bag,0.0,,3.0,775.0,3.0,,,
48907,Superior Rune of Antitoxin,0.0,,3.0,1079.0,3.0,,,
101995,Berserker's Serpent's Wrath Scepter,2.0,5701.0,1.0,13979.0,3.0,8278.0,145.20259603578322,8278.0
20323,Unidentified Dye,0.0,,3.0,452.3333333333333,3.0,,,
74826,Recipe: Svaard's Flanged Mace,0.0,,3.0,837.6666666666666,3.0,,,
101214,Grieving Consecrated Saryx Sword,2.0,85435.0,1.0,133395.0,3.0,47960.0,56.1362439281325,47960.0
101162,Grieving Consecrated Saryx Axe,2.0,82619.0,1.0,147996.0,3.0,65377.0,79.13070843268497,65377.0
24571,Superior Sigil of Purity,2.0,511.0,1.0,593.0,3.0,82.0,16.046966731898237,82.0
